Country Name,Country Code,Region,Income Group,Languages,Year,GDP at market prices (current US$),"Population, total",GDP per capita (current US$),Internet users (per 100 people),"Enrolment in secondary education, both sexes (number)","Enrolment in tertiary education, all programmes, both sexes (number)",Projection: Population age 15-19 by highest level of educational attainment. Lower Secondary. Total,Projection: Population age 15-19 by highest level of educational attainment. Upper Secondary. Total,Projection: Population age 20-24 by highest level of educational attainment. Upper Secondary. Total,Projection: Population age 15-19 by highest level of educational attainment. Post Secondary. Total,Projection: Population age 20-24 by highest level of educational attainment. Post Secondary. Total,Projection: Population age 25-29 by highest level of educational attainment. Post Secondary. Total
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2011,1486712300.0,329192.0,4516.24674961724,30.7,33614.0,7223.0,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2012,1573618750.0,336701.0,4673.63848043219,31.0,35391.0,8280.0,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2013,1613705850.0,344181.0,4688.53844343529,33.6,36778.0,8470.0,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2014,1706497950.0,351694.0,4852.22366602785,38.7,37095.0,,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2015,1742545900.0,359288.0,4849.99749504576,41.59,37856.0,8562.0,9640.0,2560.0,3330.0,500.0,4600.0,4640.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2016,1741100000.0,366954.0,4744.73639747761,44.57574032,,,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2017,,,,,,,,,,,,
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2020,,,,,,,10350.0,2720.0,3990.0,530.0,5200.0,5800.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2025,,,,,,,11560.0,3010.0,4470.0,590.0,5540.0,6550.0
Belize,BLZ,Latin America & Caribbean,Upper middle income,"English 62.9% (official), Spanish 56.6%, Creole 44.6%, Maya 10.5%, German 3.2%, Garifuna 2.9%, other 1.8%, unknown 0.3%, none 0.2% (cannot speak); note - shares sum to more than 100% because some respondents gave more than one answer on the census (2010 est.)",2030,,,,,,,13070.0,3370.0,5180.0,660.0,6130.0,6990.0
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2000,2569186642.86999,6865951.0,374.192394159235,0.225247851,229228.0,22415.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2001,2680213931.46472,7076733.0,378.736053976421,0.36341789,256744.0,28075.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2002,3054571081.6912,7295394.0,418.698576347103,0.702945595,287292.0,34336.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2003,3905366187.87017,7520555.0,519.292284661195,0.951327115,312427.0,39406.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2004,4521424807.22519,7750004.0,583.409351430682,1.182540965,344890.0,41282.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2005,4803702821.08055,7982225.0,601.799976958875,1.271031439,,42197.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2006,5142380779.44103,8216896.0,625.830091976463,1.537854346,,50225.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2007,5969535131.58016,8454791.0,706.053541900699,1.79,,61780.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2008,7132787396.66547,8696916.0,820.151349819346,1.85,,62910.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2009,7097198711.61023,8944706.0,793.452430030705,2.24,,82402.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2010,6970240895.49888,9199259.0,757.695907409377,3.13,,114382.0,123670.0,13600.0,68110.0,530.0,6250.0,13850.0
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2011,7814081155.64988,9460802.0,825.942785363215,4.148323066,723727.0,110181.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2012,8152554487.31321,9729160.0,837.950500075362,4.5,,123286.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2013,9156748441.42175,10004451.0,915.267458596353,4.9,868990.0,145464.0,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2014,9707432015.61441,10286712.0,943.686575031401,6.0,896763.0,,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2015,8290986804.45245,10575952.0,783.947090952422,11.25498791,963787.0,,163880.0,18080.0,95730.0,630.0,8280.0,17720.0
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2016,8583031398.21675,10872298.0,789.440410685648,11.99404791,,,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2017,,,,,,,,,,,,
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2020,,,,,,,214870.0,23730.0,130590.0,750.0,10800.0,22930.0
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2025,,,,,,,283020.0,31550.0,175760.0,910.0,14010.0,29040.0
Benin,BEN,Sub-Saharan Africa,Low income,"55 languages; French (official); Fon (a Gbe language) and Yoruba are the most important indigenous languages in the south; half a dozen regionally important languages in the north, including Bariba (once counted as a Gur language) and Fulfulde",2030,,,,,,,346440.0,39260.0,237380.0,1030.0,18430.0,36660.0
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2000,3480219000.0,61833.0,56284.1686478094,42.94986002,,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2001,3680483000.0,62504.0,58883.9594265967,47.5096999,4566.0,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2002,3937228000.0,62912.0,62583.1002034588,52.03159737,4565.0,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2003,4186525000.0,63325.0,66111.7252270036,56.52201218,4660.0,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2004,4484703000.0,63740.0,70359.3191088798,60.99086701,4803.0,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2005,4868136000.0,64154.0,75882.0338560339,65.44706579,4756.0,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2006,5414299000.0,64523.0,83912.6977976846,69.89965516,4518.0,1208.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2007,5895048000.0,64888.0,90849.5869806436,74.35059403,,1081.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2008,6109928000.0,65273.0,93605.7481653976,82.3,,1092.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2009,5806378000.0,65636.0,88463.3128161375,83.25,,1366.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2010,5744414000.0,65124.0,88207.3275597322,84.21,4418.0,1269.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2011,5550771000.0,64564.0,85973.158416455,88.336,4320.0,1313.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2012,5537537000.0,64798.0,85458.455507886,91.29930452,4224.0,1278.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2013,5573710000.0,65001.0,85748.0654143782,95.3,4175.0,1207.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2014,,65139.0,,96.8,4093.0,1108.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2015,,65235.0,,98.32360965,4040.0,973.0,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2016,,65331.0,,98.0,,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2017,,,,,,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2020,,,,,,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2025,,,,,,,,,,,,
Bermuda,BMU,North America,High income: nonOECD,"English (official), Portuguese",2030,,,,,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2000,439158233.199822,573416.0,765.863235765695,0.400944447,25241.0,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2001,476360697.181606,589600.0,807.938767268667,0.864628564,29115.0,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2002,537050133.717342,606399.0,885.638224530948,1.675802584,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2003,622026107.771576,623434.0,997.741714073303,2.436912399,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2004,702682018.976169,640282.0,1097.45708762103,3.156984196,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2005,818869145.124717,656639.0,1247.06139160896,3.847106745,42144.0,3553.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2006,897731524.929922,672228.0,1335.45690588598,4.518317258,45109.0,3820.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2007,1196091805.02316,686958.0,1741.14255168898,5.92,49011.0,4190.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2008,1258332337.28382,700950.0,1795.18130720282,6.55,52098.0,5051.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2009,1264758197.96593,714458.0,1770.23449659172,7.17,56543.0,4926.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2010,1585472534.10547,727641.0,2178.92138307967,13.6,60036.0,5499.0,37690.0,4940.0,8910.0,390.0,5650.0,6600.0
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2011,1820207625.80217,740510.0,2458.0459761545,14.4,62768.0,6863.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2012,1823692109.61652,752967.0,2422.00801577828,15.6,66072.0,7400.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2013,1798333725.83954,764961.0,2350.88288924473,22.4,68775.0,8543.0,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2014,1944782820.88824,776448.0,2504.71740655941,30.3,74227.0,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2015,2059258652.94668,787386.0,2615.31022007844,39.8,,,33080.0,4390.0,11090.0,410.0,6660.0,7800.0
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2016,2212638830.39439,797765.0,2773.54713530224,41.77264453,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2017,,,,,,,,,,,,
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2020,,,,,,,36670.0,4950.0,12270.0,460.0,6920.0,9140.0
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2025,,,,,,,39260.0,5460.0,14590.0,510.0,7810.0,9550.0
Bhutan,BTN,South Asia,Lower middle income,"Sharchopkha 28%, Dzongkha (official) 24%, Lhotshamkha 22%, other 26% (includes foreign languages) (2005 est.)",2030,,,,,,,44080.0,6390.0,16840.0,600.0,8630.0,10760.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2000,8397912509.09679,8339512.0,1007.00286888451,1.442763585,800107.0,278763.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2001,8141537937.61068,8496375.0,958.236652408901,2.120462534,846804.0,301984.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2002,7905485216.17852,8653345.0,913.575642272268,3.117192947,914919.0,311015.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2003,8082364868.39357,8810420.0,917.36431048617,3.508596401,961699.0,337914.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2004,8773451738.91129,8967741.0,978.334648481852,4.439924601,1010459.0,346056.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2005,9549077869.1065,9125409.0,1046.42738414317,5.227583957,1038195.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2006,11451869164.7112,9283334.0,1233.59443543787,6.200671255,1043127.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2007,13120159975.5451,9441444.0,1389.63488800496,10.49924432,1052014.0,352554.0,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2008,16674324634.2373,9599855.0,1736.93505102289,12.5,1059641.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2009,17339992165.2422,9758748.0,1776.86647562189,16.8,1054878.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2010,19649631308.1648,9918242.0,1981.16070450437,22.4,1058257.0,,553130.0,115390.0,268770.0,56880.0,161800.0,146280.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2011,23963033443.8518,10078343.0,2377.67591794125,30.0,1059980.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2012,27084497539.7974,10239004.0,2645.22775260146,35.34,1078672.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2013,30659338929.0883,10400264.0,2947.93852628051,36.99,1112722.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2014,32996187988.4226,10562159.0,3124.00030982516,34.6,1131625.0,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2015,33000198263.3864,10724705.0,3077.02619917158,35.56227065,1153379.0,,591420.0,290280.0,483750.0,2850.0,136420.0,183480.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2016,33806395513.7482,10887882.0,3104.95608914095,39.6975146,,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2017,,,,,,,,,,,,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2020,,,,,,,635660.0,329790.0,541390.0,3270.0,155410.0,225150.0
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2025,,,,,,,644070.0,353690.0,607080.0,3540.0,178480.0,256339.99999999997
Bolivia,BOL,Latin America & Caribbean,Lower middle income,"Spanish (official) 60.7%, Quechua (official) 21.2%, Aymara (official) 14.6%, Guarani (official) 0.6%, other native languages 0.4%, foreign languages 2.4%, none 0.1%; note - Bolivia's 2009 constitution designates Spanish and all indigenous languages as official; 36 indigenous languages are specified, including a few that are extinct (2001 est.)",2030,,,,,,,637700.0,370830.0,640050.0,3760.0,193780.0,294240.0
Botswana,BWA,Sub-Saharan Africa,Upper middle income,"Setswana 77.3%, Sekalanga 7.4%, Shekgalagadi 3.4%, English (official) 2.8%, Zezuru/Shona 2%, Sesarwa 1.7%, Sembukushu 1.6%, Ndebele 1%, other 2.8% (2011 est.)",2000,5788329609.15755,1728340.0,3349.06882277651,2.902666622,163001.0,13088.0,,,,,,
